participant;scenario;lateral;mmv_type;mmv_number;density;lateral_clearance;longitudinal_distance;average_speed;deceleration;acceleration;mean_acceleration;TTC;age;gender;Violations;Errors;Lapses;Aggressive;Positive;Q1;Q2;Q3;accident;age_group
6;6;0.000;Scooter;1;B;0.861;24.206;1.358;-0.080;0.037;0.031;0.239;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.500;1;young
31;6;0.000;Scooter;1;B;0.926;22.214;0.945;-0.157;0.057;0.062;0.267;34;Female;1.000;0.250;0.000;0.000;2.250;2.000;2.500;2.000;0;young
30;6;0.000;Scooter;1;B;0.978;17.677;1.237;-0.131;0.169;0.066;0.296;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
18;6;0.000;Scooter;1;B;1.451;22.853;1.282;-0.158;0.057;0.060;0.378;37;Female;1.500;0.000;0.000;0.000;3.750;1.000;2.500;2.500;1;adult
7;6;0.000;Scooter;1;B;1.192;21.902;1.113;-0.164;0.141;0.078;0.347;21;Male;3.250;1.500;0.750;0.250;3.000;3.500;4.000;7.000;1;young
13;6;0.000;Scooter;1;B;0.903;21.153;1.339;-0.118;0.069;0.048;0.229;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.000;17.500;0;adult
8;6;0.000;Scooter;1;B;0.881;24.442;1.083;-0.263;0.068;0.063;0.242;24;Male;2.750;1.250;1.750;0.000;2.250;5.500;3.500;1.500;0;young
30;7;0.600;Scooter;1;A;1.148;13.668;1.163;-0.150;0.092;0.068;0.334;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
3;7;0.600;Scooter;1;A;1.283;25.039;1.457;-0.094;0.073;0.044;0.339;23;Male;2.500;0.750;0.500;0.500;3.750;1.500;2.000;2.000;1;young
12;7;0.600;Scooter;1;A;1.458;18.167;1.352;-0.190;0.092;0.080;0.396;60;Female;3.500;1.000;0.000;0.750;2.750;1.500;2.000;2.500;0;adult
11;7;0.600;Scooter;1;A;0.997;17.006;1.139;-0.159;0.095;0.069;0.287;62;Female;0.500;0.750;0.500;0.500;2.500;2.000;2.000;2.500;1;adult
22;7;0.600;Scooter;1;A;1.163;21.688;0.942;-0.129;0.067;0.042;0.330;29;Female;3.000;2.000;2.000;0.500;2.750;4.000;3.500;14.500;1;young
9;7;0.600;Scooter;1;A;1.020;24.812;1.031;-0.320;0.099;0.084;0.270;41;Male;3.250;0.750;0.250;0.250;2.750;1.000;2.000;1.000;1;adult
28;7;0.600;Scooter;1;A;1.052;24.617;1.273;-0.132;0.072;0.049;0.295;25;Male;4.250;2.000;0.000;2.250;0.750;1.000;1.000;0.000;1;young
24;7;0.600;Scooter;1;A;1.117;23.440;1.010;-0.123;0.141;0.057;0.323;32;Male;0.250;0.250;0.000;0.000;3.500;1.000;1.000;0.000;0;young
14;7;0.600;Scooter;1;A;1.352;23.223;1.045;-0.311;0.090;0.082;0.387;20;Female;2.250;1.250;1.250;0.000;4.000;1.000;1.000;0.000;0;young
6;7;0.600;Scooter;1;A;1.166;23.260;1.174;-0.213;0.148;0.073;0.307;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
27;7;0.600;Scooter;1;A;0.878;22.340;1.206;-0.049;0.041;0.026;0.236;34;Male;1.250;0.250;0.000;0.000;4.000;2.000;1.500;0.000;1;young
31;7;0.600;Scooter;1;A;1.081;17.518;0.872;-0.088;0.124;0.041;0.304;34;Female;1.000;0.250;0.000;0.000;2.250;1.000;1.000;0.500;0;young
4;7;0.600;Scooter;1;A;0.966;10.149;1.066;-0.113;0.093;0.049;0.274;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
7;7;0.600;Scooter;1;A;1.166;20.957;1.064;-0.224;0.248;0.097;0.321;21;Male;3.250;1.500;0.750;0.250;3.000;3.500;4.500;9.000;1;young
28;7;0.600;Scooter;1;A;1.152;25.634;1.085;-0.109;0.071;0.040;0.323;25;Male;4.250;2.000;0.000;2.250;0.750;1.000;1.000;0.000;1;young
13;7;0.600;Scooter;1;A;1.107;19.143;1.165;-0.073;0.061;0.034;0.313;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.000;6.500;0;adult
16;7;0.600;Scooter;1;A;0.961;23.491;1.309;-0.203;0.176;0.102;0.236;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
27;7;0.600;Scooter;1;A;0.795;13.140;1.138;-0.054;0.121;0.038;0.230;34;Male;1.250;0.250;0.000;0.000;4.000;2.000;1.500;0.000;1;young
8;7;0.600;Scooter;1;A;1.226;24.594;1.058;-0.115;0.100;0.047;0.326;24;Male;2.750;1.250;1.750;0.000;2.250;2.000;1.500;0.500;0;young
4;7;0.600;Scooter;1;A;0.804;10.640;1.025;-0.110;0.068;0.030;0.231;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
11;7;0.600;Scooter;1;A;0.953;22.213;1.025;-0.252;0.223;0.074;0.281;62;Female;0.500;0.750;0.500;0.500;2.500;2.000;2.000;2.500;1;adult
14;7;0.600;Scooter;1;A;1.087;19.285;0.979;-0.141;0.085;0.048;0.312;20;Female;2.250;1.250;1.250;0.000;4.000;1.000;1.000;0.000;0;young
17;7;0.600;Scooter;1;A;1.040;20.787;1.441;-0.074;0.068;0.034;0.267;25;Male;1.250;1.000;0.000;0.250;3.250;3.000;1.500;0.500;1;young
32;7;0.600;Scooter;1;A;1.022;17.817;1.371;-0.043;0.046;0.025;0.278;20;Female;4.000;2.500;3.000;0.500;2.250;3.000;3.000;4.500;1;young
25;7;0.600;Scooter;1;A;1.133;14.797;1.121;-0.127;0.165;0.071;0.311;39;Male;1.000;0.750;0.000;0.750;4.000;3.500;4.000;5.000;1;adult
6;7;0.600;Scooter;1;A;1.438;23.142;1.140;-0.094;0.126;0.048;0.404;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
31;7;0.600;Scooter;1;A;1.110;18.628;0.982;-0.184;0.046;0.043;0.310;34;Female;1.000;0.250;0.000;0.000;2.250;1.000;1.000;0.500;0;young
25;7;0.600;Scooter;1;A;1.348;22.292;1.149;-0.088;0.136;0.049;0.372;39;Male;1.000;0.750;0.000;0.750;4.000;3.500;4.000;5.000;1;adult
29;7;0.600;Scooter;1;A;1.058;14.270;1.036;-0.229;0.116;0.090;0.315;35;Female;1.750;0.500;0.000;0.250;4.000;1.500;1.000;0.500;1;adult
9;7;0.600;Scooter;1;A;1.116;23.640;1.102;-0.155;0.094;0.051;0.312;41;Male;3.250;0.750;0.250;0.250;2.750;1.000;2.000;1.000;1;adult
18;7;0.600;Scooter;1;A;1.160;21.203;1.170;-0.123;0.052;0.052;0.327;37;Female;1.500;0.000;0.000;0.000;3.750;1.000;2.000;1.500;1;adult
2;7;0.600;Scooter;1;A;1.248;23.248;0.987;-0.147;0.100;0.060;0.396;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
18;7;0.600;Scooter;1;A;1.466;22.172;1.315;-0.085;0.046;0.044;0.396;37;Female;1.500;0.000;0.000;0.000;3.750;1.000;2.000;1.500;1;adult
30;7;0.600;Scooter;1;A;1.092;14.645;1.155;-0.147;0.121;0.059;0.314;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
29;7;0.600;Scooter;1;A;1.274;19.336;1.318;-0.469;0.183;0.120;0.357;35;Female;1.750;0.500;0.000;0.250;4.000;1.500;1.000;0.500;1;adult
20;7;0.600;Scooter;1;A;1.138;20.287;0.978;-0.174;0.097;0.054;0.306;39;Male;3.000;0.750;0.000;1.250;3.500;1.500;1.500;1.000;0;adult
13;7;0.600;Scooter;1;A;1.185;22.306;1.511;-0.221;0.113;0.089;0.308;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.000;6.500;0;adult
21;7;0.600;Scooter;1;A;1.249;21.862;0.971;-0.104;0.120;0.059;0.339;40;Female;1.333;0.750;0.000;0.000;3.000;1.500;2.500;2.500;0;adult
2;7;0.600;Scooter;1;A;0.970;21.202;0.756;-0.105;0.099;0.057;0.274;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
23;7;0.600;Scooter;1;A;0.985;15.965;1.214;-0.126;0.149;0.062;0.260;27;Male;3.500;0.750;0.000;0.000;3.250;1.500;2.000;1.500;1;young
8;7;0.600;Scooter;1;A;1.074;20.945;0.955;-0.079;0.197;0.062;0.291;24;Male;2.750;1.250;1.750;0.000;2.250;2.000;1.500;0.500;0;young
22;7;0.600;Scooter;1;A;1.265;12.727;0.923;-0.234;0.076;0.046;0.375;29;Female;3.000;2.000;2.000;0.500;2.750;4.000;3.500;14.500;1;young
1;7;0.600;Scooter;1;A;1.253;23.971;1.175;-0.247;0.126;0.065;0.322;30;Male;2.750;0.750;0.250;0.750;3.250;2.500;2.500;4.500;0;young
26;7;0.600;Scooter;1;A;1.106;16.901;0.837;-0.112;0.075;0.049;0.309;32;Female;2.500;0.750;0.250;0.500;3.500;1.000;1.000;0.000;1;young
26;7;0.600;Scooter;1;A;1.103;16.618;0.687;-0.102;0.143;0.066;0.319;32;Female;2.500;0.750;0.250;0.500;3.500;1.000;1.000;0.000;1;young
10;7;0.600;Scooter;1;A;0.801;9.716;0.941;-0.159;0.207;0.069;0.242;26;Male;1.500;0.750;0.000;0.250;2.250;1.000;1.000;0.000;0;young
10;7;0.600;Scooter;1;A;0.908;18.047;1.004;-0.045;0.072;0.022;0.279;26;Male;1.500;0.750;0.000;0.250;2.250;1.000;1.000;0.000;0;young
16;7;0.600;Scooter;1;A;1.242;19.199;1.025;-0.182;0.176;0.079;0.340;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
20;7;0.600;Scooter;1;A;1.353;22.633;0.973;-0.146;0.181;0.067;0.360;39;Male;3.000;0.750;0.000;1.250;3.500;1.500;1.500;1.000;0;adult
32;7;0.600;Scooter;1;A;1.054;23.205;1.269;-0.084;0.006;0.024;0.281;20;Female;4.000;2.500;3.000;0.500;2.250;3.000;3.000;4.500;1;young
17;8;0.600;Scooter;1;B;0.943;20.819;1.263;-0.077;0.102;0.033;0.269;25;Male;1.250;1.000;0.000;0.250;3.250;3.000;1.000;0.500;1;young
27;8;0.600;Scooter;1;B;0.849;24.894;1.146;-0.086;0.078;0.040;0.244;34;Male;1.250;0.250;0.000;0.000;4.000;2.000;1.500;0.000;1;young
29;8;0.600;Scooter;1;B;1.172;11.959;1.217;-0.160;0.055;0.064;0.314;35;Female;1.750;0.500;0.000;0.250;4.000;1.500;1.500;1.000;1;adult
27;8;0.600;Scooter;1;B;0.966;25.240;1.095;-0.117;0.080;0.051;0.267;34;Male;1.250;0.250;0.000;0.000;4.000;2.000;1.500;0.000;1;young
4;8;0.600;Scooter;1;B;0.859;7.303;1.060;-0.113;0.052;0.035;0.259;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
30;8;0.600;Scooter;1;B;1.182;20.173;1.240;-0.129;0.087;0.061;0.318;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
12;8;0.600;Scooter;1;B;1.368;18.898;1.355;-0.097;0.059;0.045;0.376;60;Female;3.500;1.000;0.000;0.750;2.750;2.000;2.000;2.500;0;adult
20;8;0.600;Scooter;1;B;1.172;20.626;0.923;-0.110;0.107;0.060;0.310;39;Male;3.000;0.750;0.000;1.250;3.500;2.000;2.000;1.500;0;adult
22;8;0.600;Scooter;1;B;1.341;19.015;1.104;-0.092;0.043;0.030;0.401;29;Female;3.000;2.000;2.000;0.500;2.750;5.500;4.500;12.000;1;young
3;8;0.600;Scooter;1;B;1.307;20.240;1.461;-0.145;0.097;0.072;0.347;23;Male;2.500;0.750;0.500;0.500;3.750;1.000;1.500;1.500;1;young
20;8;0.600;Scooter;1;B;1.087;19.384;0.986;-0.195;0.166;0.074;0.292;39;Male;3.000;0.750;0.000;1.250;3.500;2.000;2.000;1.500;0;adult
18;8;0.600;Scooter;1;B;1.234;24.078;1.203;-0.142;0.147;0.061;0.347;37;Female;1.500;0.000;0.000;0.000;3.750;1.000;1.500;1.500;1;adult
16;8;0.600;Scooter;1;B;1.246;23.363;1.503;-0.206;0.088;0.071;0.329;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
10;8;0.600;Scooter;1;B;0.860;14.421;0.999;-0.061;0.049;0.027;0.265;26;Male;1.500;0.750;0.000;0.250;2.250;1.000;1.500;0.500;0;young
32;8;0.600;Scooter;1;B;1.219;21.631;1.224;-0.090;0.090;0.051;0.325;20;Female;4.000;2.500;3.000;0.500;2.250;3.000;4.000;4.000;1;young
30;8;0.600;Scooter;1;B;1.122;21.637;1.181;-0.100;0.091;0.055;0.309;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
8;8;0.600;Scooter;1;B;0.893;25.736;1.197;-0.127;0.116;0.054;0.236;24;Male;2.750;1.250;1.750;0.000;2.250;3.000;2.000;0.500;0;young
31;8;0.600;Scooter;1;B;1.051;17.224;0.638;-0.113;0.097;0.041;0.331;34;Female;1.000;0.250;0.000;0.000;2.250;2.000;2.000;0.500;0;young
17;8;0.600;Scooter;1;B;1.021;21.615;1.558;-0.045;0.046;0.028;0.282;25;Male;1.250;1.000;0.000;0.250;3.250;3.000;1.000;0.500;1;young
29;8;0.600;Scooter;1;B;0.969;15.924;1.022;-0.267;0.179;0.093;0.255;35;Female;1.750;0.500;0.000;0.250;4.000;1.500;1.500;1.000;1;adult
25;8;0.600;Scooter;1;B;1.356;23.506;1.183;-0.091;0.091;0.045;0.355;39;Male;1.000;0.750;0.000;0.750;4.000;4.000;3.500;4.000;1;adult
4;8;0.600;Scooter;1;B;1.117;14.147;1.103;-0.117;0.127;0.052;0.326;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
10;8;0.600;Scooter;1;B;0.794;9.831;0.975;-0.066;0.072;0.039;0.237;26;Male;1.500;0.750;0.000;0.250;2.250;1.000;1.500;0.500;0;young
26;8;0.600;Scooter;1;B;1.177;16.632;0.767;-0.104;0.124;0.052;0.366;32;Female;2.500;0.750;0.250;0.500;3.500;2.500;3.000;4.000;1;young
7;8;0.600;Scooter;1;B;1.446;19.606;1.065;-0.081;0.167;0.053;0.394;21;Male;3.250;1.500;0.750;0.250;3.000;5.000;5.000;10.500;1;young
9;8;0.600;Scooter;1;B;1.067;24.336;1.121;-0.086;0.066;0.048;0.290;41;Male;3.250;0.750;0.250;0.250;2.750;1.500;1.500;1.000;1;adult
11;8;0.600;Scooter;1;B;1.170;22.044;1.112;-0.143;0.131;0.056;0.348;62;Female;0.500;0.750;0.500;0.500;2.500;2.500;3.000;3.000;1;adult
21;8;0.600;Scooter;1;B;1.380;21.894;0.998;-0.141;0.193;0.087;0.365;40;Female;1.333;0.750;0.000;0.000;3.000;4.000;3.500;3.000;0;adult
9;8;0.600;Scooter;1;B;1.011;20.779;1.200;-0.076;0.055;0.031;0.274;41;Male;3.250;0.750;0.250;0.250;2.750;1.500;1.500;1.000;1;adult
2;8;0.600;Scooter;1;B;1.153;17.504;0.815;-0.078;0.075;0.038;0.339;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
6;8;0.600;Scooter;1;B;1.443;18.890;1.169;-0.099;0.218;0.081;0.419;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
8;8;0.600;Scooter;1;B;1.328;24.711;1.204;-0.087;0.097;0.053;0.367;24;Male;2.750;1.250;1.750;0.000;2.250;3.000;2.000;0.500;0;young
23;8;0.600;Scooter;1;B;1.315;20.826;1.106;-0.101;0.119;0.057;0.411;27;Male;3.500;0.750;0.000;0.000;3.250;1.500;1.500;0.500;1;young
6;8;0.600;Scooter;1;B;1.289;22.685;1.294;-0.054;0.086;0.037;0.340;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
22;8;0.600;Scooter;1;B;1.226;17.248;0.879;-0.145;0.163;0.078;0.371;29;Female;3.000;2.000;2.000;0.500;2.750;5.500;4.500;12.000;1;young
2;8;0.600;Scooter;1;B;1.217;20.325;1.030;-0.109;0.125;0.060;0.343;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
1;8;0.600;Scooter;1;B;1.399;24.768;1.220;-0.179;0.217;0.101;0.377;30;Male;2.750;0.750;0.250;0.750;3.250;3.000;3.000;6.000;0;young
32;8;0.600;Scooter;1;B;1.343;18.897;1.385;-0.107;0.047;0.038;0.343;20;Female;4.000;2.500;3.000;0.500;2.250;3.000;4.000;4.000;1;young
13;8;0.600;Scooter;1;B;1.428;23.551;1.346;-0.144;0.110;0.065;0.367;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.000;7.500;0;adult
31;8;0.600;Scooter;1;B;1.149;21.548;0.930;-0.103;0.065;0.028;0.318;34;Female;1.000;0.250;0.000;0.000;2.250;2.000;2.000;0.500;0;young
25;8;0.600;Scooter;1;B;1.438;24.594;1.330;-0.118;0.095;0.061;0.394;39;Male;1.000;0.750;0.000;0.750;4.000;4.000;3.500;4.000;1;adult
3;8;0.600;Scooter;1;B;1.083;16.314;1.306;-0.100;0.096;0.061;0.302;23;Male;2.500;0.750;0.500;0.500;3.750;1.000;1.500;1.500;1;young
24;8;0.600;Scooter;1;B;0.890;23.388;0.915;-0.102;0.075;0.043;0.267;32;Male;0.250;0.250;0.000;0.000;3.500;1.000;1.000;0.000;0;young
26;8;0.600;Scooter;1;B;1.172;21.217;0.786;-0.127;0.095;0.052;0.342;32;Female;2.500;0.750;0.250;0.500;3.500;2.500;3.000;4.000;1;young
28;8;0.600;Scooter;1;B;1.146;24.656;1.054;-0.199;0.165;0.087;0.333;25;Male;4.250;2.000;0.000;2.250;0.750;1.000;1.500;1.000;1;young
16;8;0.600;Scooter;1;B;1.338;23.205;1.338;-0.121;0.097;0.066;0.353;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
14;8;0.600;Scooter;1;B;1.419;21.900;0.982;-0.080;0.079;0.034;0.392;20;Female;2.250;1.250;1.250;0.000;4.000;1.000;1.500;1.000;0;young
11;8;0.600;Scooter;1;B;1.064;8.355;1.117;-0.196;0.117;0.068;0.288;62;Female;0.500;0.750;0.500;0.500;2.500;2.500;3.000;3.000;1;adult
12;8;0.600;Scooter;1;B;1.349;11.245;1.171;-0.159;0.155;0.068;0.367;60;Female;3.500;1.000;0.000;0.750;2.750;2.000;2.000;2.500;0;adult
30;9;0.000;Bike;2;A;1.113;17.783;1.149;-0.105;0.169;0.073;0.298;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
30;9;0.000;Bike;2;A;1.003;19.062;0.899;-0.262;0.368;0.121;0.275;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
17;9;0.000;Bike;2;A;0.518;18.736;1.307;-0.312;0.169;0.087;0.140;25;Male;1.250;1.000;0.000;0.250;3.250;6.500;5.000;3.000;1;young
31;9;0.000;Bike;2;A;0.824;17.229;0.569;-0.189;0.343;0.080;0.274;34;Female;1.000;0.250;0.000;0.000;2.250;4.000;3.500;3.500;0;young
3;9;0.000;Bike;2;A;0.905;23.972;1.253;-0.497;0.304;0.137;0.274;23;Male;2.500;0.750;0.500;0.500;3.750;2.000;3.000;2.500;1;young
27;9;0.000;Bike;2;A;0.754;24.708;1.076;-0.326;0.305;0.131;0.223;34;Male;1.250;0.250;0.000;0.000;4.000;6.000;7.500;2.000;1;young
16;9;0.000;Bike;2;A;1.061;25.276;1.254;-0.031;0.086;0.045;0.278;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
27;9;0.000;Bike;2;A;0.834;24.963;0.958;-0.335;0.183;0.100;0.243;34;Male;1.250;0.250;0.000;0.000;4.000;6.000;7.500;2.000;1;young
21;9;0.000;Bike;2;A;0.929;24.060;0.979;-0.225;0.160;0.100;0.251;40;Female;1.333;0.750;0.000;0.000;3.000;4.000;5.000;4.500;0;adult
28;9;0.000;Bike;2;A;1.010;24.551;1.047;-0.185;0.229;0.103;0.291;25;Male;4.250;2.000;0.000;2.250;0.750;1.500;1.500;0.500;1;young
26;9;0.000;Bike;2;A;0.692;22.561;0.777;-0.159;0.167;0.081;0.211;32;Female;2.500;0.750;0.250;0.500;3.500;4.500;4.500;5.500;1;young
16;9;0.000;Bike;2;A;1.054;24.556;1.251;-0.001;0.118;0.056;0.274;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
20;9;0.000;Bike;2;A;0.953;14.470;0.911;-0.264;0.156;0.091;0.271;39;Male;3.000;0.750;0.000;1.250;3.500;3.500;3.500;4.500;0;adult
4;9;0.000;Bike;2;A;0.936;18.414;0.958;-0.383;0.113;0.083;0.241;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
6;9;0.000;Bike;2;A;0.945;14.708;1.219;-0.249;0.151;0.096;0.255;30;Female;0.500;0.000;0.000;0.000;4.750;2.000;1.500;0.500;1;young
17;9;0.000;Bike;2;A;0.997;16.935;1.387;-0.602;0.266;0.174;0.274;25;Male;1.250;1.000;0.000;0.250;3.250;6.500;5.000;3.000;1;young
23;9;0.000;Bike;2;A;1.019;24.546;1.172;-0.173;0.146;0.067;0.282;27;Male;3.500;0.750;0.000;0.000;3.250;4.000;4.000;3.000;1;young
14;9;0.000;Bike;2;A;0.925;23.137;0.944;-0.071;0.119;0.053;0.256;20;Female;2.250;1.250;1.250;0.000;4.000;2.500;2.500;2.000;0;young
32;9;0.000;Bike;2;A;0.829;17.854;1.051;-0.484;0.169;0.109;0.236;20;Female;4.000;2.500;3.000;0.500;2.250;7.500;7.000;12.000;1;young
3;9;0.000;Bike;2;A;1.135;11.267;1.298;-0.374;0.294;0.162;0.349;23;Male;2.500;0.750;0.500;0.500;3.750;2.000;3.000;2.500;1;young
7;9;0.000;Bike;2;A;1.088;25.028;1.105;-0.191;0.243;0.111;0.305;21;Male;3.250;1.500;0.750;0.250;3.000;4.000;3.500;8.500;1;young
1;9;0.000;Bike;2;A;0.824;23.932;1.055;-0.134;0.148;0.062;0.232;30;Male;2.750;0.750;0.250;0.750;3.250;3.500;4.000;7.000;0;young
24;9;0.000;Bike;2;A;0.867;22.609;0.851;-0.276;0.174;0.081;0.234;32;Male;0.250;0.250;0.000;0.000;3.500;2.000;3.000;0.000;0;young
28;9;0.000;Bike;2;A;0.992;25.683;1.052;-0.084;0.085;0.047;0.278;25;Male;4.250;2.000;0.000;2.250;0.750;1.500;1.500;0.500;1;young
22;9;0.000;Bike;2;A;0.884;18.724;0.832;-0.391;0.158;0.090;0.269;29;Female;3.000;2.000;2.000;0.500;2.750;8.000;7.000;22.000;1;young
5;9;0.000;Bike;2;A;1.371;23.032;0.944;-0.589;0.230;0.140;0.398;53;Female;1.000;0.750;1.500;0.000;2.500;5.500;5.500;2.500;0;adult
8;9;0.000;Bike;2;A;0.831;25.788;0.952;-0.565;0.186;0.134;0.244;24;Male;2.750;1.250;1.750;0.000;2.250;7.500;6.000;4.000;0;young
11;9;0.000;Bike;2;A;1.055;20.805;1.143;-0.089;0.164;0.066;0.308;62;Female;0.500;0.750;0.500;0.500;2.500;3.000;3.000;4.000;1;adult
9;9;0.000;Bike;2;A;1.090;20.216;1.100;-0.425;0.210;0.117;0.316;41;Male;3.250;0.750;0.250;0.250;2.750;2.500;3.500;2.000;1;adult
22;9;0.000;Bike;2;A;0.979;18.655;0.946;-0.404;0.178;0.096;0.292;29;Female;3.000;2.000;2.000;0.500;2.750;8.000;7.000;22.000;1;young
5;9;0.000;Bike;2;A;1.202;22.369;0.800;-0.585;0.157;0.126;0.381;53;Female;1.000;0.750;1.500;0.000;2.500;5.500;5.500;2.500;0;adult
13;9;0.000;Bike;2;A;0.897;25.789;1.146;-0.445;0.219;0.120;0.235;51;Female;2.750;1.250;0.750;0.500;4.750;1.500;1.500;12.500;0;adult
18;9;0.000;Bike;2;A;1.164;18.373;1.312;-0.146;0.205;0.078;0.315;37;Female;1.500;0.000;0.000;0.000;3.750;3.000;4.500;5.000;1;adult
29;9;0.000;Bike;2;A;0.923;7.091;0.996;-0.312;0.408;0.172;0.289;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;3.000;1.500;1;adult
14;9;0.000;Bike;2;A;1.127;22.252;0.936;-0.058;0.146;0.064;0.309;20;Female;2.250;1.250;1.250;0.000;4.000;2.500;2.500;2.000;0;young
4;9;0.000;Bike;2;A;0.959;12.377;0.900;-0.362;0.334;0.115;0.264;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
23;9;0.000;Bike;2;A;0.998;22.311;1.080;-0.029;0.086;0.033;0.274;27;Male;3.500;0.750;0.000;0.000;3.250;4.000;4.000;3.000;1;young
18;9;0.000;Bike;2;A;1.111;16.072;1.276;-0.509;0.346;0.154;0.288;37;Female;1.500;0.000;0.000;0.000;3.750;3.000;4.500;5.000;1;adult
21;9;0.000;Bike;2;A;1.111;22.940;0.991;-0.237;0.200;0.115;0.313;40;Female;1.333;0.750;0.000;0.000;3.000;4.000;5.000;4.500;0;adult
7;9;0.000;Bike;2;A;1.082;24.513;1.043;-0.253;0.265;0.138;0.301;21;Male;3.250;1.500;0.750;0.250;3.000;4.000;3.500;8.500;1;young
29;9;0.000;Bike;2;A;0.852;19.897;1.020;-0.293;0.314;0.168;0.274;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;3.000;1.500;1;adult
25;9;0.000;Bike;2;A;0.985;23.104;1.225;-0.225;0.107;0.069;0.260;39;Male;1.000;0.750;0.000;0.750;4.000;5.500;6.500;11.000;1;adult
11;9;0.000;Bike;2;A;1.142;15.142;0.872;-0.218;0.176;0.076;0.311;62;Female;0.500;0.750;0.500;0.500;2.500;3.000;3.000;4.000;1;adult
10;9;0.000;Bike;2;A;0.784;20.172;0.929;-0.084;0.079;0.043;0.222;26;Male;1.500;0.750;0.000;0.250;2.250;2.000;3.000;1.500;0;young
31;9;0.000;Bike;2;A;0.896;21.734;0.773;-0.268;0.146;0.089;0.281;34;Female;1.000;0.250;0.000;0.000;2.250;4.000;3.500;3.500;0;young
8;9;0.000;Bike;2;A;0.890;25.820;0.902;-0.418;0.218;0.144;0.271;24;Male;2.750;1.250;1.750;0.000;2.250;7.500;6.000;4.000;0;young
12;9;0.000;Bike;2;A;1.113;20.119;1.260;-0.369;0.251;0.156;0.299;60;Female;3.500;1.000;0.000;0.750;2.750;3.500;4.000;4.500;0;adult
2;9;0.000;Bike;2;A;0.962;20.939;0.901;-0.207;0.222;0.124;0.308;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
32;9;0.000;Bike;2;A;0.750;20.262;1.245;-0.151;0.213;0.122;0.199;20;Female;4.000;2.500;3.000;0.500;2.250;7.500;7.000;12.000;1;young
20;9;0.000;Bike;2;A;1.122;20.483;0.797;-0.336;0.178;0.085;0.335;39;Male;3.000;0.750;0.000;1.250;3.500;3.500;3.500;4.500;0;adult
26;9;0.000;Bike;2;A;0.948;17.315;0.727;-0.226;0.212;0.093;0.281;32;Female;2.500;0.750;0.250;0.500;3.500;4.500;4.500;5.500;1;young
25;9;0.000;Bike;2;A;1.078;10.040;1.219;-0.589;0.244;0.172;0.297;39;Male;1.000;0.750;0.000;0.750;4.000;5.500;6.500;11.000;1;adult
1;9;0.000;Bike;2;A;1.095;25.742;1.127;-0.397;0.212;0.117;0.306;30;Male;2.750;0.750;0.250;0.750;3.250;3.500;4.000;7.000;0;young
