participant;scenario;lateral;mmv_type;mmv_number;density;lateral_clearance;longitudinal_distance;average_speed;deceleration;acceleration;mean_acceleration;TTC;age;gender;Violations;Errors;Lapses;Aggressive;Positive;Q1;Q2;Q3;accident;age_group
30;1;0.000;Bike;1;A;0.951;16.088;1.041;-0.166;0.141;0.078;0.260;49;Female;0.250;0.250;0.000;0.000;3.000;1.500;1.500;0.500;1;adult
4;1;0.000;Bike;1;A;0.903;11.192;1.126;-0.371;0.183;0.094;0.273;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
32;1;0.000;Bike;1;A;1.019;17.151;1.103;-0.182;0.123;0.063;0.260;20;Female;4.000;2.500;3.000;0.500;2.250;5.000;6.500;6.500;1;young
8;1;0.000;Bike;1;A;1.013;24.189;0.982;-0.305;0.146;0.081;0.284;24;Male;2.750;1.250;1.750;0.000;2.250;2.000;2.500;1.000;0;young
16;1;0.000;Bike;1;A;0.897;24.609;1.162;-0.281;0.336;0.139;0.240;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
14;1;0.000;Bike;1;A;1.057;22.951;0.840;-0.250;0.143;0.080;0.300;20;Female;2.250;1.250;1.250;0.000;4.000;1.500;1.500;1.000;0;young
4;1;0.000;Bike;1;A;0.937;17.733;0.962;-0.278;0.085;0.056;0.262;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
24;1;0.000;Bike;1;A;0.807;23.542;1.022;-0.129;0.078;0.058;0.231;32;Male;0.250;0.250;0.000;0.000;3.500;1.000;1.000;0.000;0;young
17;1;0.000;Bike;1;A;0.739;18.344;1.221;-0.587;0.212;0.141;0.204;25;Male;1.250;1.000;0.000;0.250;3.250;4.000;3.500;2.000;1;young
12;1;0.000;Bike;1;A;1.221;17.240;1.133;-0.255;0.121;0.075;0.358;60;Female;3.500;1.000;0.000;0.750;2.750;2.500;2.500;3.000;0;adult
22;1;0.000;Bike;1;A;0.902;22.532;0.774;-0.143;0.233;0.069;0.275;29;Female;3.000;2.000;2.000;0.500;2.750;4.000;4.000;17.500;1;young
18;1;0.000;Bike;1;A;1.184;23.905;1.268;-0.187;0.089;0.059;0.314;37;Female;1.500;0.000;0.000;0.000;3.750;1.000;2.000;2.000;1;adult
25;1;0.000;Bike;1;A;1.143;24.417;1.175;-0.122;0.031;0.041;0.310;39;Male;1.000;0.750;0.000;0.750;4.000;3.500;4.000;4.000;1;adult
11;1;0.000;Bike;1;A;0.905;22.580;1.153;-0.180;0.131;0.089;0.256;62;Female;0.500;0.750;0.500;0.500;2.500;2.000;3.000;2.500;1;adult
32;1;0.000;Bike;1;A;0.874;23.246;1.156;-0.191;0.165;0.094;0.253;20;Female;4.000;2.500;3.000;0.500;2.250;5.000;6.500;6.500;1;young
26;1;0.000;Bike;1;A;0.908;21.592;0.860;-0.247;0.096;0.056;0.251;32;Female;2.500;0.750;0.250;0.500;3.500;2.000;3.000;4.500;1;young
9;1;0.000;Bike;1;A;1.033;19.491;1.036;-0.438;0.171;0.106;0.309;41;Male;3.250;0.750;0.250;0.250;2.750;1.500;2.000;1.000;1;adult
11;1;0.000;Bike;1;A;1.209;24.350;1.065;-0.185;0.141;0.068;0.347;62;Female;0.500;0.750;0.500;0.500;2.500;2.000;3.000;2.500;1;adult
21;1;0.000;Bike;1;A;1.071;17.483;1.111;-0.353;0.157;0.114;0.311;40;Female;1.333;0.750;0.000;0.000;3.000;3.000;3.000;3.000;0;adult
1;1;0.000;Bike;1;A;0.952;25.768;1.325;-0.339;0.206;0.120;0.255;30;Male;2.750;0.750;0.250;0.750;3.250;2.000;2.000;3.500;0;young
27;1;0.000;Bike;1;A;0.896;9.273;1.099;-0.443;0.201;0.114;0.245;34;Male;1.250;0.250;0.000;0.000;4.000;5.000;5.500;2.000;1;young
29;1;0.000;Bike;1;A;0.910;8.559;0.970;-0.535;0.288;0.124;0.274;35;Female;1.750;0.500;0.000;0.250;4.000;1.500;2.000;1.000;1;adult
6;1;0.000;Bike;1;A;0.973;23.174;1.313;-0.171;0.107;0.078;0.262;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
7;1;0.000;Bike;1;A;1.312;22.782;1.243;-0.277;0.094;0.083;0.345;21;Male;3.250;1.500;0.750;0.250;3.000;3.500;3.500;10.000;1;young
6;1;0.000;Bike;1;A;0.907;21.838;1.108;-0.081;0.095;0.048;0.257;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
26;1;0.000;Bike;1;A;0.952;17.653;0.751;-0.248;0.156;0.095;0.282;32;Female;2.500;0.750;0.250;0.500;3.500;2.000;3.000;4.500;1;young
20;1;0.000;Bike;1;A;1.055;20.981;0.944;-0.108;0.163;0.060;0.284;39;Male;3.000;0.750;0.000;1.250;3.500;2.500;2.500;2.000;0;adult
1;1;0.000;Bike;1;A;1.311;25.909;1.232;-0.087;0.071;0.045;0.371;30;Male;2.750;0.750;0.250;0.750;3.250;2.000;2.000;3.500;0;young
30;1;0.000;Bike;1;A;1.037;25.768;0.919;-0.194;0.156;0.093;0.287;49;Female;0.250;0.250;0.000;0.000;3.000;1.500;1.500;0.500;1;adult
5;1;0.000;Bike;1;A;1.385;17.568;0.807;-0.452;0.147;0.103;0.424;53;Female;1.000;0.750;1.500;0.000;2.500;1.000;1.000;0.000;0;adult
23;1;0.000;Bike;1;A;1.167;22.786;1.055;-0.176;0.077;0.066;0.330;27;Male;3.500;0.750;0.000;0.000;3.250;2.500;2.500;1.500;1;young
20;1;0.000;Bike;1;A;0.963;16.793;0.961;-0.359;0.187;0.100;0.262;39;Male;3.000;0.750;0.000;1.250;3.500;2.500;2.500;2.000;0;adult
27;1;0.000;Bike;1;A;0.846;24.913;1.134;-0.488;0.131;0.116;0.239;34;Male;1.250;0.250;0.000;0.000;4.000;5.000;5.500;2.000;1;young
14;1;0.000;Bike;1;A;1.184;24.147;1.018;-0.224;0.160;0.070;0.337;20;Female;2.250;1.250;1.250;0.000;4.000;1.500;1.500;1.000;0;young
17;1;0.000;Bike;1;A;0.564;22.362;1.487;-0.152;0.084;0.056;0.163;25;Male;1.250;1.000;0.000;0.250;3.250;4.000;3.500;2.000;1;young
23;1;0.000;Bike;1;A;0.977;24.470;1.062;-0.185;0.176;0.090;0.280;27;Male;3.500;0.750;0.000;0.000;3.250;2.500;2.500;1.500;1;young
3;1;0.000;Bike;1;A;0.989;20.181;1.272;-0.357;0.152;0.122;0.257;23;Male;2.500;0.750;0.500;0.500;3.750;1.000;1.500;1.000;1;young
3;1;0.000;Bike;1;A;0.976;19.767;1.355;-0.272;0.154;0.097;0.289;23;Male;2.500;0.750;0.500;0.500;3.750;1.000;1.500;1.000;1;young
13;1;0.000;Bike;1;A;1.125;23.009;1.416;-0.307;0.197;0.130;0.284;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.500;10.000;0;adult
7;1;0.000;Bike;1;A;0.971;22.093;0.903;-0.192;0.215;0.096;0.262;21;Male;3.250;1.500;0.750;0.250;3.000;3.500;3.500;10.000;1;young
22;1;0.000;Bike;1;A;0.934;22.439;1.095;-0.168;0.064;0.041;0.255;29;Female;3.000;2.000;2.000;0.500;2.750;4.000;4.000;17.500;1;young
8;1;0.000;Bike;1;A;1.054;23.459;0.945;-0.367;0.141;0.089;0.313;24;Male;2.750;1.250;1.750;0.000;2.250;2.000;2.500;1.000;0;young
9;1;0.000;Bike;1;A;1.069;20.797;1.081;-0.377;0.162;0.105;0.292;41;Male;3.250;0.750;0.250;0.250;2.750;1.500;2.000;1.000;1;adult
5;1;0.000;Bike;1;A;1.037;24.708;0.677;-0.212;0.166;0.077;0.284;53;Female;1.000;0.750;1.500;0.000;2.500;1.000;1.000;0.000;0;adult
10;1;0.000;Bike;1;A;0.949;20.287;0.826;-0.220;0.205;0.085;0.283;26;Male;1.500;0.750;0.000;0.250;2.250;3.000;3.000;2.500;0;young
31;1;0.000;Bike;1;A;0.977;17.594;0.786;-0.273;0.138;0.076;0.294;34;Female;1.000;0.250;0.000;0.000;2.250;2.000;2.500;1.500;0;young
12;1;0.000;Bike;1;A;1.098;17.122;1.174;-0.379;0.100;0.088;0.302;60;Female;3.500;1.000;0.000;0.750;2.750;2.500;2.500;3.000;0;adult
18;1;0.000;Bike;1;A;1.015;23.508;1.288;-0.183;0.070;0.079;0.290;37;Female;1.500;0.000;0.000;0.000;3.750;1.000;2.000;2.000;1;adult
21;1;0.000;Bike;1;A;0.804;21.864;0.789;-0.168;0.320;0.140;0.266;40;Female;1.333;0.750;0.000;0.000;3.000;3.000;3.000;3.000;0;adult
29;1;0.000;Bike;1;A;1.053;15.638;0.997;-0.327;0.184;0.128;0.307;35;Female;1.750;0.500;0.000;0.250;4.000;1.500;2.000;1.000;1;adult
10;1;0.000;Bike;1;A;0.869;14.703;0.944;-0.119;0.180;0.080;0.254;26;Male;1.500;0.750;0.000;0.250;2.250;3.000;3.000;2.500;0;young
28;1;0.000;Bike;1;A;1.198;24.637;1.054;-0.258;0.251;0.110;0.330;25;Male;4.250;2.000;0.000;2.250;0.750;2.000;2.000;1.500;1;young
31;1;0.000;Bike;1;A;0.910;18.186;0.936;-0.185;0.085;0.048;0.260;34;Female;1.000;0.250;0.000;0.000;2.250;2.000;2.500;1.500;0;young
25;1;0.000;Bike;1;A;1.043;24.688;1.193;-0.174;0.098;0.082;0.299;39;Male;1.000;0.750;0.000;0.750;4.000;3.500;4.000;4.000;1;adult
28;1;0.000;Bike;1;A;1.165;24.571;1.034;-0.832;0.431;0.187;0.337;25;Male;4.250;2.000;0.000;2.250;0.750;2.000;2.000;1.500;1;young
16;1;0.000;Bike;1;A;1.112;25.371;1.265;-0.160;0.081;0.065;0.300;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
22;1;0.000;Bike;1;A;1.084;18.755;0.892;-0.172;0.107;0.067;0.334;29;Female;3.000;2.000;2.000;0.500;2.750;4.000;4.000;17.500;1;young
13;1;0.000;Bike;1;A;1.083;18.013;1.234;-0.262;0.111;0.066;0.286;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.500;10.000;0;adult
7;2;0.000;Bike;1;B;1.331;23.487;1.240;-0.106;0.034;0.046;0.313;21;Male;3.250;1.500;0.750;0.250;3.000;5.000;5.500;14.000;1;young
7;2;0.000;Bike;1;B;1.234;25.197;1.172;-0.241;0.202;0.111;0.355;21;Male;3.250;1.500;0.750;0.250;3.000;5.000;5.500;14.000;1;young
8;2;0.000;Bike;1;B;0.989;25.817;1.194;-0.170;0.235;0.085;0.285;24;Male;2.750;1.250;1.750;0.000;2.250;5.000;4.500;1.500;0;young
14;2;0.000;Bike;1;B;0.957;21.741;0.877;-0.157;0.279;0.072;0.281;20;Female;2.250;1.250;1.250;0.000;4.000;1.500;2.000;1.000;0;young
10;2;0.000;Bike;1;B;0.839;13.929;0.903;-0.222;0.139;0.098;0.239;26;Male;1.500;0.750;0.000;0.250;2.250;2.000;1.500;0.500;0;young
11;2;0.000;Bike;1;B;1.152;16.701;0.918;-0.223;0.220;0.091;0.316;62;Female;0.500;0.750;0.500;0.500;2.500;3.000;3.000;3.000;1;adult
12;2;0.000;Bike;1;B;1.053;20.744;1.426;-0.139;0.060;0.068;0.277;60;Female;3.500;1.000;0.000;0.750;2.750;3.000;3.500;3.500;0;adult
17;2;0.000;Bike;1;B;0.873;23.338;1.428;-0.255;0.206;0.107;0.237;25;Male;1.250;1.000;0.000;0.250;3.250;5.500;4.000;2.500;1;young
12;2;0.000;Bike;1;B;1.259;25.251;1.122;-0.598;0.205;0.135;0.389;60;Female;3.500;1.000;0.000;0.750;2.750;3.000;3.500;3.500;0;adult
32;2;0.000;Bike;1;B;0.826;13.349;1.153;-0.219;0.218;0.096;0.219;20;Female;4.000;2.500;3.000;0.500;2.250;5.000;5.000;7.500;1;young
22;2;0.000;Bike;1;B;1.115;18.492;0.909;-0.114;0.142;0.058;0.355;29;Female;3.000;2.000;2.000;0.500;2.750;6.000;3.500;17.500;1;young
20;2;0.000;Bike;1;B;1.059;18.997;1.252;-0.167;0.124;0.059;0.297;39;Male;3.000;0.750;0.000;1.250;3.500;3.000;3.500;3.500;0;adult
30;2;0.000;Bike;1;B;1.030;18.907;0.805;-0.277;0.160;0.102;0.307;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
9;2;0.000;Bike;1;B;1.013;24.223;1.136;-0.131;0.090;0.069;0.287;41;Male;3.250;0.750;0.250;0.250;2.750;2.000;2.500;1.500;1;adult
20;2;0.000;Bike;1;B;0.852;19.613;0.890;-0.308;0.133;0.089;0.240;39;Male;3.000;0.750;0.000;1.250;3.500;3.000;3.500;3.500;0;adult
25;2;0.000;Bike;1;B;1.046;23.955;1.092;-0.128;0.168;0.081;0.295;39;Male;1.000;0.750;0.000;0.750;4.000;5.500;5.000;6.500;1;adult
8;2;0.000;Bike;1;B;1.008;25.734;1.138;-0.315;0.178;0.096;0.305;24;Male;2.750;1.250;1.750;0.000;2.250;5.000;4.500;1.500;0;young
4;2;0.000;Bike;1;B;0.942;12.086;1.072;-0.258;0.108;0.063;0.274;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
16;2;0.000;Bike;1;B;1.191;24.583;1.060;-0.354;0.286;0.121;0.326;36;Male;2.500;0.500;0.250;0.000;2.500;1.500;1.000;0.000;1;adult
13;2;0.000;Bike;1;B;1.090;22.214;1.153;-0.160;0.131;0.081;0.293;51;Female;2.750;1.250;0.750;0.500;4.750;1.500;1.500;10.000;0;adult
4;2;0.000;Bike;1;B;0.889;11.965;1.071;-0.168;0.264;0.089;0.256;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
10;2;0.000;Bike;1;B;0.962;19.866;0.846;-0.101;0.083;0.051;0.273;26;Male;1.500;0.750;0.000;0.250;2.250;2.000;1.500;0.500;0;young
26;2;0.000;Bike;1;B;0.992;21.974;0.735;-0.188;0.197;0.063;0.298;32;Female;2.500;0.750;0.250;0.500;3.500;2.500;4.500;6.500;1;young
31;2;0.000;Bike;1;B;0.991;21.247;0.914;-0.086;0.178;0.059;0.278;34;Female;1.000;0.250;0.000;0.000;2.250;2.500;2.000;1.000;0;young
3;2;0.000;Bike;1;B;0.972;20.589;1.196;-0.292;0.112;0.099;0.269;23;Male;2.500;0.750;0.500;0.500;3.750;1.500;2.000;1.500;1;young
5;2;0.000;Bike;1;B;1.273;21.111;0.839;-0.321;0.150;0.077;0.372;53;Female;1.000;0.750;1.500;0.000;2.500;1.000;1.000;0.000;0;adult
32;2;0.000;Bike;1;B;0.969;22.670;1.173;-0.271;0.172;0.087;0.274;20;Female;4.000;2.500;3.000;0.500;2.250;5.000;5.000;7.500;1;young
23;2;0.000;Bike;1;B;1.068;23.401;1.049;-0.146;0.038;0.049;0.282;27;Male;3.500;0.750;0.000;0.000;3.250;3.000;3.000;2.000;1;young
23;2;0.000;Bike;1;B;0.914;19.655;0.924;-0.244;0.111;0.070;0.286;27;Male;3.500;0.750;0.000;0.000;3.250;3.000;3.000;2.000;1;young
11;2;0.000;Bike;1;B;1.158;24.390;1.167;-0.283;0.119;0.106;0.316;62;Female;0.500;0.750;0.500;0.500;2.500;3.000;3.000;3.000;1;adult
16;2;0.000;Bike;1;B;0.826;24.745;1.202;-0.144;0.180;0.101;0.246;36;Male;2.500;0.500;0.250;0.000;2.500;1.500;1.000;0.000;1;adult
21;2;0.000;Bike;1;B;1.066;20.444;1.062;-0.176;0.243;0.091;0.294;40;Female;1.333;0.750;0.000;0.000;3.000;3.000;3.500;4.000;0;adult
28;2;0.000;Bike;1;B;0.946;25.852;1.186;-0.127;0.156;0.079;0.249;25;Male;4.250;2.000;0.000;2.250;0.750;2.500;3.000;1.500;1;young
6;2;0.000;Bike;1;B;1.143;23.111;1.085;-0.123;0.139;0.062;0.331;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
28;2;0.000;Bike;1;B;1.139;21.199;1.112;-0.344;0.428;0.118;0.330;25;Male;4.250;2.000;0.000;2.250;0.750;2.500;3.000;1.500;1;young
29;2;0.000;Bike;1;B;0.832;19.186;0.902;-0.282;0.228;0.092;0.229;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.000;1.000;1;adult
22;2;0.000;Bike;1;B;0.992;21.782;0.888;-0.096;0.109;0.052;0.277;29;Female;3.000;2.000;2.000;0.500;2.750;6.000;3.500;17.500;1;young
24;2;0.000;Bike;1;B;0.942;22.156;0.839;-0.163;0.154;0.065;0.285;32;Male;0.250;0.250;0.000;0.000;3.500;1.000;1.000;0.000;0;young
30;2;0.000;Bike;1;B;1.002;24.498;1.128;-0.290;0.132;0.076;0.277;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
31;2;0.000;Bike;1;B;0.953;21.400;0.771;-0.135;0.080;0.049;0.270;34;Female;1.000;0.250;0.000;0.000;2.250;2.500;2.000;1.000;0;young
27;2;0.000;Bike;1;B;0.801;10.453;1.132;-0.406;0.105;0.081;0.239;34;Male;1.250;0.250;0.000;0.000;4.000;4.500;6.500;2.500;1;young
1;2;0.000;Bike;1;B;1.394;24.753;1.267;-0.207;0.133;0.082;0.377;30;Male;2.750;0.750;0.250;0.750;3.250;3.000;3.000;6.500;0;young
2;2;0.000;Bike;1;B;1.072;18.754;0.823;-0.168;0.192;0.086;0.299;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
14;2;0.000;Bike;1;B;1.231;22.430;0.963;-0.187;0.368;0.099;0.387;20;Female;2.250;1.250;1.250;0.000;4.000;1.500;2.000;1.000;0;young
26;2;0.000;Bike;1;B;0.813;17.617;0.800;-0.107;0.100;0.057;0.250;32;Female;2.500;0.750;0.250;0.500;3.500;2.500;4.500;6.500;1;young
5;2;0.000;Bike;1;B;1.003;21.996;0.850;-0.222;0.102;0.065;0.319;53;Female;1.000;0.750;1.500;0.000;2.500;1.000;1.000;0.000;0;adult
25;2;0.000;Bike;1;B;1.054;24.159;1.303;-0.074;0.093;0.049;0.280;39;Male;1.000;0.750;0.000;0.750;4.000;5.500;5.000;6.500;1;adult
18;2;0.000;Bike;1;B;1.399;24.840;1.279;-0.138;0.126;0.071;0.397;37;Female;1.500;0.000;0.000;0.000;3.750;1.000;2.000;1.500;1;adult
1;2;0.000;Bike;1;B;0.994;24.200;1.111;-0.280;0.190;0.086;0.280;30;Male;2.750;0.750;0.250;0.750;3.250;3.000;3.000;6.500;0;young
29;2;0.000;Bike;1;B;1.086;14.964;1.156;-0.421;0.215;0.139;0.287;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.000;1.000;1;adult
18;2;0.000;Bike;1;B;1.286;24.066;1.220;-0.279;0.273;0.102;0.348;37;Female;1.500;0.000;0.000;0.000;3.750;1.000;2.000;1.500;1;adult
13;2;0.000;Bike;1;B;1.210;24.045;1.510;-0.175;0.107;0.076;0.311;51;Female;2.750;1.250;0.750;0.500;4.750;1.500;1.500;10.000;0;adult
6;2;0.000;Bike;1;B;1.052;22.278;1.131;-0.105;0.041;0.048;0.280;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
21;2;0.000;Bike;1;B;0.961;23.684;1.061;-0.272;0.247;0.113;0.260;40;Female;1.333;0.750;0.000;0.000;3.000;3.000;3.500;4.000;0;adult
17;2;0.000;Bike;1;B;0.535;21.326;1.503;-0.085;0.050;0.043;0.152;25;Male;1.250;1.000;0.000;0.250;3.250;5.500;4.000;2.500;1;young
27;2;0.000;Bike;1;B;0.868;23.609;0.961;-0.237;0.191;0.088;0.267;34;Male;1.250;0.250;0.000;0.000;4.000;4.500;6.500;2.500;1;young
9;2;0.000;Bike;1;B;1.161;20.848;1.157;-0.413;0.183;0.115;0.333;41;Male;3.250;0.750;0.250;0.250;2.750;2.000;2.500;1.500;1;adult
26;3;0.600;Bike;1;A;1.266;22.331;0.737;-0.135;0.105;0.059;0.373;32;Female;2.500;0.750;0.250;0.500;3.500;1.000;2.000;1.000;1;young
1;3;0.600;Bike;1;A;1.284;25.859;1.073;-0.118;0.182;0.066;0.359;30;Male;2.750;0.750;0.250;0.750;3.250;1.500;2.500;4.000;0;young
30;3;0.600;Bike;1;A;1.267;13.392;1.149;-0.156;0.149;0.068;0.346;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
31;3;0.600;Bike;1;A;1.141;23.682;0.879;-0.112;0.126;0.047;0.337;34;Female;1.000;0.250;0.000;0.000;2.250;2.000;2.500;2.000;0;young
8;3;0.600;Bike;1;A;1.101;18.113;1.056;-0.133;0.088;0.051;0.301;24;Male;2.750;1.250;1.750;0.000;2.250;3.500;2.500;1.500;0;young
22;3;0.600;Bike;1;A;1.287;14.171;1.023;-0.124;0.096;0.047;0.370;29;Female;3.000;2.000;2.000;0.500;2.750;5.000;4.500;17.000;1;young
25;3;0.600;Bike;1;A;1.376;23.157;1.221;-0.094;0.046;0.041;0.367;39;Male;1.000;0.750;0.000;0.750;4.000;3.000;3.000;4.000;1;adult
8;3;0.600;Bike;1;A;1.195;25.849;1.081;-0.351;0.149;0.108;0.336;24;Male;2.750;1.250;1.750;0.000;2.250;3.500;2.500;1.500;0;young
16;3;0.600;Bike;1;A;1.430;21.213;1.203;-0.122;0.262;0.101;0.393;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
20;3;0.600;Bike;1;A;1.294;21.216;0.969;-0.155;0.106;0.075;0.366;39;Male;3.000;0.750;0.000;1.250;3.500;2.000;1.000;1.000;0;adult
1;3;0.600;Bike;1;A;1.301;25.905;1.356;-0.156;0.173;0.074;0.340;30;Male;2.750;0.750;0.250;0.750;3.250;1.500;2.500;4.000;0;young
25;3;0.600;Bike;1;A;1.260;23.207;1.341;-0.081;0.112;0.060;0.328;39;Male;1.000;0.750;0.000;0.750;4.000;3.000;3.000;4.000;1;adult
13;3;0.600;Bike;1;A;1.090;25.911;1.301;-0.058;0.059;0.040;0.298;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.000;8.500;0;adult
31;3;0.600;Bike;1;A;1.159;14.484;0.839;-0.056;0.084;0.033;0.338;34;Female;1.000;0.250;0.000;0.000;2.250;2.000;2.500;2.000;0;young
16;3;0.600;Bike;1;A;1.061;25.047;1.275;-0.211;0.165;0.112;0.279;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
7;3;0.600;Bike;1;A;1.395;25.853;1.118;-0.068;0.137;0.042;0.385;21;Male;3.250;1.500;0.750;0.250;3.000;5.000;4.500;11.000;1;young
3;3;0.600;Bike;1;A;1.284;24.372;1.447;-0.248;0.094;0.081;0.331;23;Male;2.500;0.750;0.500;0.500;3.750;1.500;1.500;1.500;1;young
18;3;0.600;Bike;1;A;1.496;23.376;1.351;-0.113;0.113;0.073;0.391;37;Female;1.500;0.000;0.000;0.000;3.750;1.500;2.500;2.000;1;adult
28;3;0.600;Bike;1;A;1.115;24.759;1.068;-0.179;0.240;0.098;0.309;25;Male;4.250;2.000;0.000;2.250;0.750;1.500;1.500;0.500;1;young
9;3;0.600;Bike;1;A;1.257;19.447;1.177;-0.300;0.249;0.113;0.344;41;Male;3.250;0.750;0.250;0.250;2.750;1.000;2.000;1.000;1;adult
17;3;0.600;Bike;1;A;0.852;20.047;1.337;-0.129;0.063;0.041;0.226;25;Male;1.250;1.000;0.000;0.250;3.250;3.500;2.500;1.500;1;young
17;3;0.600;Bike;1;A;0.815;23.092;1.246;-0.024;0.065;0.019;0.227;25;Male;1.250;1.000;0.000;0.250;3.250;3.500;2.500;1.500;1;young
29;3;0.600;Bike;1;A;1.215;11.585;0.879;-0.261;0.178;0.104;0.351;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.000;1.000;1;adult
12;3;0.600;Bike;1;A;1.373;17.913;1.139;-0.101;0.097;0.050;0.365;60;Female;3.500;1.000;0.000;0.750;2.750;1.500;1.500;2.500;0;adult
29;3;0.600;Bike;1;A;1.188;19.211;1.094;-0.396;0.132;0.104;0.329;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.000;1.000;1;adult
6;3;0.600;Bike;1;A;1.108;15.703;1.206;-0.062;0.090;0.048;0.311;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
27;3;0.600;Bike;1;A;0.929;17.000;1.048;-0.100;0.066;0.047;0.270;34;Male;1.250;0.250;0.000;0.000;4.000;2.500;1.500;0.000;1;young
4;3;0.600;Bike;1;A;1.055;21.099;0.996;-0.144;0.111;0.065;0.310;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
18;3;0.600;Bike;1;A;1.326;23.675;1.286;-0.112;0.037;0.034;0.360;37;Female;1.500;0.000;0.000;0.000;3.750;1.500;2.500;2.000;1;adult
23;3;0.600;Bike;1;A;1.155;20.814;1.181;-0.039;0.061;0.022;0.322;27;Male;3.500;0.750;0.000;0.000;3.250;2.000;3.000;1.500;1;young
6;3;0.600;Bike;1;A;1.280;22.860;1.118;-0.141;0.008;0.028;0.330;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.000;0.000;1;young
28;3;0.600;Bike;1;A;1.177;24.523;0.946;-0.412;0.135;0.087;0.338;25;Male;4.250;2.000;0.000;2.250;0.750;1.500;1.500;0.500;1;young
10;3;0.600;Bike;1;A;0.885;14.382;0.992;-0.098;0.050;0.041;0.252;26;Male;1.500;0.750;0.000;0.250;2.250;1.000;1.500;0.500;0;young
21;3;0.600;Bike;1;A;1.383;21.719;1.041;-0.306;0.188;0.103;0.382;40;Female;1.333;0.750;0.000;0.000;3.000;3.000;3.000;2.000;0;adult
11;3;0.600;Bike;1;A;1.102;13.298;0.893;-0.157;0.168;0.060;0.331;62;Female;0.500;0.750;0.500;0.500;2.500;2.000;2.500;3.000;1;adult
2;3;0.600;Bike;1;A;1.195;25.481;1.059;-0.152;0.134;0.070;0.344;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
32;3;0.600;Bike;1;A;0.916;10.654;1.198;-0.059;0.081;0.033;0.253;20;Female;4.000;2.500;3.000;0.500;2.250;3.000;4.500;3.000;1;young
4;3;0.600;Bike;1;A;0.890;11.095;1.105;-0.070;0.038;0.033;0.248;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
9;3;0.600;Bike;1;A;1.336;24.212;1.127;-0.130;0.068;0.050;0.366;41;Male;3.250;0.750;0.250;0.250;2.750;1.000;2.000;1.000;1;adult
30;3;0.600;Bike;1;A;1.047;19.608;1.184;-0.134;0.102;0.056;0.292;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
14;3;0.600;Bike;1;A;1.448;24.111;0.980;-0.096;0.067;0.052;0.405;20;Female;2.250;1.250;1.250;0.000;4.000;1.000;1.000;0.500;0;young
13;3;0.600;Bike;1;A;1.317;22.797;1.225;-0.085;0.087;0.045;0.381;51;Female;2.750;1.250;0.750;0.500;4.750;1.000;1.000;8.500;0;adult
3;3;0.600;Bike;1;A;1.222;16.657;1.546;-0.081;0.138;0.048;0.320;23;Male;2.500;0.750;0.500;0.500;3.750;1.500;1.500;1.500;1;young
21;3;0.600;Bike;1;A;1.323;22.463;1.092;-0.167;0.072;0.070;0.354;40;Female;1.333;0.750;0.000;0.000;3.000;3.000;3.000;2.000;0;adult
23;3;0.600;Bike;1;A;1.059;20.992;0.940;-0.113;0.095;0.044;0.303;27;Male;3.500;0.750;0.000;0.000;3.250;2.000;3.000;1.500;1;young
